order_id,restaurant_name,location,order_time,delivery_time,delivery_duration_min,pizza_size,pizza_type,toppings_count,distance_km,traffic_level,payment_method,is_peak_hour,is_weekend,delivery_efficiency_min_per_km,topping_density,order_month,payment_category,estimated_duration_min,delay_min,is_delayed,pizza_complexity,traffic_impact,order_hour,restaurant_avg_time,order_date,order_year,order_month_num,pizza_size_score,pizza_size_code,pizza_size_label,order_period,order_weekday,order_weekday_name,time_segment,complexity_band,distance_band
ORD195,Marco's Pizza,"Chicago, IL",2024-07-10 13:00:00,2024-07-10 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,July,Online,8.4,11.6,False,6,2,13,30.28645833333333,2024-07-10,2024,7,2,02,02_Medium,2024-07,2,Wednesday,Lunch,Medium,3-6 km
ORD196,Domino's,"Miami, FL",2024-07-11 18:30:00,2024-07-11 18:50:00,20,Large,Veg,4,4.0,High,Card,True,False,5.0,1.0,July,Online,9.6,10.4,False,12,3,18,30.25943396226415,2024-07-11,2024,7,3,03,03_Large,2024-07,3,Thursday,Dinner,High,3-6 km
ORD197,Papa John's,"Dallas, TX",2024-07-12 20:00:00,2024-07-12 20:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,True,False,8.333333333333334,1.0,July,Online,7.199999999999999,17.8,False,6,1,20,28.18627450980392,2024-07-12,2024,7,2,02,02_Medium,2024-07,4,Friday,Dinner,Medium,0-3 km
ORD198,Little Caesars,"Houston, TX",2024-07-13 19:15:00,2024-07-13 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,True,8.0,0.8,July,Offline,6.0,14.0,False,2,1,19,28.84422110552764,2024-07-13,2024,7,1,01,01_Small,2024-07,5,Saturday,Dinner,Low,0-3 km
ORD199,Pizza Hut,"Phoenix, AZ",2024-07-14 19:45:00,2024-07-14 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,True,True,5.555555555555555,1.111111111111111,July,Online,10.8,14.2,False,20,3,19,29.94845360824742,2024-07-14,2024,7,4,04,04_XL,2024-07,6,Sunday,Dinner,Very High,3-6 km
ORD200,Marco's Pizza,"Atlanta, GA",2024-07-15 13:00:00,2024-07-15 13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,False,False,6.666666666666667,1.0,July,Online,7.199999999999999,12.8,False,6,2,13,30.28645833333333,2024-07-15,2024,7,2,02,02_Medium,2024-07,0,Monday,Lunch,Medium,0-3 km
ORD201,Domino's,"New York, NY",2024-07-16 18:30:00,2024-07-16 18:55:00,25,Large,Veg,3,5.0,High,Card,True,False,5.0,0.6,July,Online,12.0,13.0,False,9,3,18,30.25943396226415,2024-07-16,2024,7,3,03,03_Large,2024-07,1,Tuesday,Dinner,High,3-6 km
ORD202,Papa John's,"Los Angeles, CA",2024-07-17 19:00:00,2024-07-17 19:30:00,30,Medium,Non-Veg,4,3.5,Medium,UPI,True,False,8.571428571428571,1.142857142857143,July,Online,8.4,21.6,False,8,2,19,28.18627450980392,2024-07-17,2024,7,2,02,02_Medium,2024-07,2,Wednesday,Dinner,Medium,3-6 km
ORD203,Little Caesars,"Chicago, IL",2024-07-18 20:15:00,2024-07-18 20:40:00,25,Small,Vegan,2,4.0,Low,Cash,True,False,6.25,0.5,July,Offline,9.6,15.4,False,2,1,20,28.84422110552764,2024-07-18,2024,7,1,01,01_Small,2024-07,3,Thursday,Dinner,Low,3-6 km
ORD204,Pizza Hut,"Houston, TX",2024-07-19 19:45:00,2024-07-19 20:10:00,25,XL,Cheese Burst,5,6.0,High,Wallet,True,False,4.166666666666667,0.8333333333333334,July,Online,14.4,10.6,False,20,3,19,29.94845360824742,2024-07-19,2024,7,4,04,04_XL,2024-07,4,Friday,Dinner,Very High,3-6 km
ORD205,Marco's Pizza,"Phoenix, AZ",2024-07-20 13:00:00,2024-07-20 13:25:00,25,Medium,Non-Veg,3,3.0,Low,Card,False,True,8.333333333333334,1.0,July,Online,7.199999999999999,17.8,False,6,1,13,30.28645833333333,2024-07-20,2024,7,2,02,02_Medium,2024-07,5,Saturday,Lunch,Medium,0-3 km
ORD206,Domino's,"Miami, FL",2024-07-21 18:30:00,2024-07-21 18:55:00,25,Large,Veg,4,5.0,High,UPI,True,True,5.0,0.8,July,Online,12.0,13.0,False,12,3,18,30.25943396226415,2024-07-21,2024,7,3,03,03_Large,2024-07,6,Sunday,Dinner,High,3-6 km
ORD207,Papa John's,"Denver, CO",2024-07-22 20:15:00,2024-07-22 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,True,False,10.0,0.8,July,Offline,6.0,19.0,False,2,2,20,28.18627450980392,2024-07-22,2024,7,1,01,01_Small,2024-07,0,Monday,Dinner,Low,0-3 km
ORD208,Little Caesars,"Boston, MA",2024-07-23 18:30:00,2024-07-23 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,July,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-07-23,2024,7,2,02,02_Medium,2024-07,1,Tuesday,Dinner,Medium,3-6 km
ORD209,Pizza Hut,"Dallas, TX",2024-07-24 19:45:00,2024-07-24 20:10:00,25,XL,Cheese Burst,5,4.0,High,Card,True,False,6.25,1.25,July,Online,9.6,15.4,False,20,3,19,29.94845360824742,2024-07-24,2024,7,4,04,04_XL,2024-07,2,Wednesday,Dinner,Very High,3-6 km
ORD210,Marco's Pizza,"Seattle, WA",2024-07-25 13:00:00,2024-07-25 13:20:00,20,Medium,Non-Veg,3,3.5,Low,UPI,False,False,5.714285714285714,0.8571428571428571,July,Online,8.4,11.6,False,6,1,13,30.28645833333333,2024-07-25,2024,7,2,02,02_Medium,2024-07,3,Thursday,Lunch,Medium,3-6 km
ORD211,Domino's,"Denver, CO",2024-07-26 18:30:00,2024-07-26 18:50:00,20,Large,Veg,4,4.5,Medium,Cash,True,False,4.444444444444445,0.8888888888888888,July,Offline,10.8,9.200000000000001,False,12,2,18,30.25943396226415,2024-07-26,2024,7,3,03,03_Large,2024-07,4,Friday,Dinner,High,3-6 km
ORD212,Papa John's,"Boston, MA",2024-07-27 20:15:00,2024-07-27 20:40:00,25,Small,Vegan,2,2.0,High,Wallet,True,True,12.5,1.0,July,Online,4.8,20.2,False,2,3,20,28.18627450980392,2024-07-27,2024,7,1,01,01_Small,2024-07,5,Saturday,Dinner,Low,0-3 km
ORD213,Little Caesars,"Dallas, TX",2024-07-28 18:30:00,2024-07-28 18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,True,True,6.666666666666667,1.0,July,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764,2024-07-28,2024,7,2,02,02_Medium,2024-07,6,Sunday,Dinner,Medium,0-3 km
ORD214,Pizza Hut,"Los Angeles, CA",2024-07-29 19:45:00,2024-07-29 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,July,Offline,10.8,14.2,False,20,1,19,29.94845360824742,2024-07-29,2024,7,4,04,04_XL,2024-07,0,Monday,Dinner,Very High,3-6 km
ORD215,Marco's Pizza,"Chicago, IL",2024-07-30 13:00:00,2024-07-30 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,July,Online,8.4,11.6,False,6,2,13,30.28645833333333,2024-07-30,2024,7,2,02,02_Medium,2024-07,1,Tuesday,Lunch,Medium,3-6 km
ORD216,Domino's,"Miami, FL",2024-07-31 18:30:00,2024-07-31 18:50:00,20,Large,Veg,4,4.0,High,Card,True,False,5.0,1.0,July,Online,9.6,10.4,False,12,3,18,30.25943396226415,2024-07-31,2024,7,3,03,03_Large,2024-07,2,Wednesday,Dinner,High,3-6 km
ORD217,Papa John's,"Dallas, TX",2024-08-01 20:00:00,2024-08-01 20:25:00,25,Medium,Non-Veg,3,3.0,Low,UPI,True,False,8.333333333333334,1.0,August,Online,7.199999999999999,17.8,False,6,1,20,28.18627450980392,2024-08-01,2024,8,2,02,02_Medium,2024-08,3,Thursday,Dinner,Medium,0-3 km
ORD218,Little Caesars,"Houston, TX",2024-08-02 19:15:00,2024-08-02 19:35:00,20,Small,Vegan,2,2.5,Low,Cash,True,False,8.0,0.8,August,Offline,6.0,14.0,False,2,1,19,28.84422110552764,2024-08-02,2024,8,1,01,01_Small,2024-08,4,Friday,Dinner,Low,0-3 km
ORD219,Pizza Hut,"Phoenix, AZ",2024-08-03 19:45:00,2024-08-03 20:10:00,25,XL,Cheese Burst,5,4.5,High,Wallet,True,True,5.555555555555555,1.111111111111111,August,Online,10.8,14.2,False,20,3,19,29.94845360824742,2024-08-03,2024,8,4,04,04_XL,2024-08,5,Saturday,Dinner,Very High,3-6 km
ORD220,Marco's Pizza,"Atlanta, GA",2024-08-04 13:00:00,2024-08-04 13:20:00,20,Medium,Non-Veg,3,3.0,Medium,Card,False,True,6.666666666666667,1.0,August,Online,7.199999999999999,12.8,False,6,2,13,30.28645833333333,2024-08-04,2024,8,2,02,02_Medium,2024-08,6,Sunday,Lunch,Medium,0-3 km
ORD221,Domino's,"New York, NY",2024-08-05 18:30:00,2024-08-05 18:55:00,25,Large,Veg,3,5.0,High,Card,True,False,5.0,0.6,August,Online,12.0,13.0,False,9,3,18,30.25943396226415,2024-08-05,2024,8,3,03,03_Large,2024-08,0,Monday,Dinner,High,3-6 km
ORD222,Papa John's,"Los Angeles, CA",2024-08-06 19:00:00,2024-08-06 19:30:00,30,Medium,Non-Veg,4,3.5,Medium,UPI,True,False,8.571428571428571,1.142857142857143,August,Online,8.4,21.6,False,8,2,19,28.18627450980392,2024-08-06,2024,8,2,02,02_Medium,2024-08,1,Tuesday,Dinner,Medium,3-6 km
ORD223,Little Caesars,"Chicago, IL",2024-08-07 20:15:00,2024-08-07 20:40:00,25,Small,Vegan,2,4.0,Low,Cash,True,False,6.25,0.5,August,Offline,9.6,15.4,False,2,1,20,28.84422110552764,2024-08-07,2024,8,1,01,01_Small,2024-08,2,Wednesday,Dinner,Low,3-6 km
ORD224,Pizza Hut,"Houston, TX",2024-08-08 19:45:00,2024-08-08 20:10:00,25,XL,Cheese Burst,5,6.0,High,Wallet,True,False,4.166666666666667,0.8333333333333334,August,Online,14.4,10.6,False,20,3,19,29.94845360824742,2024-08-08,2024,8,4,04,04_XL,2024-08,3,Thursday,Dinner,Very High,3-6 km
ORD225,Marco's Pizza,"Phoenix, AZ",2024-08-09 13:00:00,2024-08-09 13:25:00,25,Medium,Non-Veg,3,3.0,Low,Card,False,False,8.333333333333334,1.0,August,Online,7.199999999999999,17.8,False,6,1,13,30.28645833333333,2024-08-09,2024,8,2,02,02_Medium,2024-08,4,Friday,Lunch,Medium,0-3 km
ORD226,Domino's,"Miami, FL",2024-08-10 18:30:00,2024-08-10 18:55:00,25,Large,Veg,4,5.0,High,UPI,True,True,5.0,0.8,August,Online,12.0,13.0,False,12,3,18,30.25943396226415,2024-08-10,2024,8,3,03,03_Large,2024-08,5,Saturday,Dinner,High,3-6 km
ORD227,Papa John's,"Denver, CO",2024-08-11 20:15:00,2024-08-11 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,True,True,10.0,0.8,August,Offline,6.0,19.0,False,2,2,20,28.18627450980392,2024-08-11,2024,8,1,01,01_Small,2024-08,6,Sunday,Dinner,Low,0-3 km
ORD228,Little Caesars,"Boston, MA",2024-08-12 18:30:00,2024-08-12 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,August,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-08-12,2024,8,2,02,02_Medium,2024-08,0,Monday,Dinner,Medium,3-6 km
ORD229,Pizza Hut,"Los Angeles, CA",2024-08-13 19:45:00,2024-08-13 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,August,Offline,10.8,14.2,False,20,1,19,29.94845360824742,2024-08-13,2024,8,4,04,04_XL,2024-08,1,Tuesday,Dinner,Very High,3-6 km
ORD230,Domino's,"New York, NY",2024-08-14 18:30:00,2024-08-14 19:05:00,35,Large,Veg,3,5.0,High,UPI,True,False,7.0,0.6,August,Online,12.0,23.0,True,9,3,18,30.25943396226415,2024-08-14,2024,8,3,03,03_Large,2024-08,2,Wednesday,Dinner,High,3-6 km
ORD231,Papa John's,"Chicago, IL",2024-08-15 20:15:00,2024-08-15 20:40:00,25,Medium,Non-Veg,4,3.5,Medium,Card,True,False,7.142857142857143,1.142857142857143,August,Online,8.4,16.6,False,8,2,20,28.18627450980392,2024-08-15,2024,8,2,02,02_Medium,2024-08,3,Thursday,Dinner,Medium,3-6 km
ORD232,Little Caesars,"Houston, TX",2024-08-16 19:00:00,2024-08-16 19:20:00,20,Small,Vegan,2,2.0,Low,Wallet,True,False,10.0,1.0,August,Online,4.8,15.2,False,2,1,19,28.84422110552764,2024-08-16,2024,8,1,01,01_Small,2024-08,4,Friday,Dinner,Low,0-3 km
ORD233,Marco's Pizza,"Phoenix, AZ",2024-08-17 13:00:00,2024-08-17 13:30:00,30,Medium,Non-Veg,3,3.0,High,UPI,False,True,10.0,1.0,August,Online,7.199999999999999,22.8,False,6,3,13,30.28645833333333,2024-08-17,2024,8,2,02,02_Medium,2024-08,5,Saturday,Lunch,Medium,0-3 km
ORD234,Domino's,"Miami, FL",2024-08-18 18:30:00,2024-08-18 19:10:00,40,Large,Veg,4,5.0,High,Card,True,True,8.0,0.8,August,Online,12.0,28.0,True,12,3,18,30.25943396226415,2024-08-18,2024,8,3,03,03_Large,2024-08,6,Sunday,Dinner,High,3-6 km
ORD235,Papa John's,"Denver, CO",2024-08-19 20:15:00,2024-08-19 20:35:00,20,Small,Vegan,2,2.5,Medium,Cash,True,False,8.0,0.8,August,Offline,6.0,14.0,False,2,2,20,28.18627450980392,2024-08-19,2024,8,1,01,01_Small,2024-08,0,Monday,Dinner,Low,0-3 km
ORD236,Little Caesars,"Boston, MA",2024-08-20 18:30:00,2024-08-20 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,August,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-08-20,2024,8,2,02,02_Medium,2024-08,1,Tuesday,Dinner,Medium,3-6 km
ORD237,Pizza Hut,"Dallas, TX",2024-08-21 19:45:00,2024-08-21 20:15:00,30,XL,Cheese Burst,5,4.0,High,Card,True,False,7.5,1.25,August,Online,9.6,20.4,False,20,3,19,29.94845360824742,2024-08-21,2024,8,4,04,04_XL,2024-08,2,Wednesday,Dinner,Very High,3-6 km
ORD238,Marco's Pizza,"Seattle, WA",2024-08-22 13:00:00,2024-08-22 13:25:00,25,Medium,Non-Veg,3,3.5,Low,UPI,False,False,7.142857142857143,0.8571428571428571,August,Online,8.4,16.6,False,6,1,13,30.28645833333333,2024-08-22,2024,8,2,02,02_Medium,2024-08,3,Thursday,Lunch,Medium,3-6 km
ORD239,Domino's,"Denver, CO",2024-08-23 18:30:00,2024-08-23 18:50:00,20,Large,Veg,4,4.5,Medium,Cash,True,False,4.444444444444445,0.8888888888888888,August,Offline,10.8,9.200000000000001,False,12,2,18,30.25943396226415,2024-08-23,2024,8,3,03,03_Large,2024-08,4,Friday,Dinner,High,3-6 km
ORD240,Papa John's,"Boston, MA",2024-08-24 20:15:00,2024-08-24 20:40:00,25,Small,Vegan,2,2.0,High,Wallet,True,True,12.5,1.0,August,Online,4.8,20.2,False,2,3,20,28.18627450980392,2024-08-24,2024,8,1,01,01_Small,2024-08,5,Saturday,Dinner,Low,0-3 km
ORD241,Little Caesars,"Dallas, TX",2024-08-25 18:30:00,2024-08-25 18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,True,True,6.666666666666667,1.0,August,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764,2024-08-25,2024,8,2,02,02_Medium,2024-08,6,Sunday,Dinner,Medium,0-3 km
ORD242,Pizza Hut,"Los Angeles, CA",2024-08-26 19:45:00,2024-08-26 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,August,Offline,10.8,14.2,False,20,1,19,29.94845360824742,2024-08-26,2024,8,4,04,04_XL,2024-08,0,Monday,Dinner,Very High,3-6 km
ORD243,Marco's Pizza,"Chicago, IL",2024-08-27 13:00:00,2024-08-27 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,August,Online,8.4,11.6,False,6,2,13,30.28645833333333,2024-08-27,2024,8,2,02,02_Medium,2024-08,1,Tuesday,Lunch,Medium,3-6 km
ORD244,Domino's,"Miami, FL",2024-08-28 18:30:00,2024-08-28 18:55:00,25,Large,Veg,4,5.0,High,Card,True,False,5.0,0.8,August,Online,12.0,13.0,False,12,3,18,30.25943396226415,2024-08-28,2024,8,3,03,03_Large,2024-08,2,Wednesday,Dinner,High,3-6 km
ORD245,Papa John's,"Denver, CO",2024-08-29 20:15:00,2024-08-29 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,True,False,10.0,0.8,August,Offline,6.0,19.0,False,2,2,20,28.18627450980392,2024-08-29,2024,8,1,01,01_Small,2024-08,3,Thursday,Dinner,Low,0-3 km
ORD246,Little Caesars,"Boston, MA",2024-08-30 18:30:00,2024-08-30 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,August,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-08-30,2024,8,2,02,02_Medium,2024-08,4,Friday,Dinner,Medium,3-6 km
ORD247,Pizza Hut,"Dallas, TX",2024-08-31 19:45:00,2024-08-31 20:10:00,25,XL,Cheese Burst,5,4.0,High,Card,True,True,6.25,1.25,August,Online,9.6,15.4,False,20,3,19,29.94845360824742,2024-08-31,2024,8,4,04,04_XL,2024-08,5,Saturday,Dinner,Very High,3-6 km
ORD248,Marco's Pizza,"Seattle, WA",2024-09-01 13:00:00,2024-09-01 13:20:00,20,Medium,Non-Veg,3,3.5,Low,UPI,False,True,5.714285714285714,0.8571428571428571,September,Online,8.4,11.6,False,6,1,13,30.28645833333333,2024-09-01,2024,9,2,02,02_Medium,2024-09,6,Sunday,Lunch,Medium,3-6 km
ORD249,Domino's,"Denver, CO",2024-09-02 18:30:00,2024-09-02 18:50:00,20,Large,Veg,4,4.5,Medium,Cash,True,False,4.444444444444445,0.8888888888888888,September,Offline,10.8,9.200000000000001,False,12,2,18,30.25943396226415,2024-09-02,2024,9,3,03,03_Large,2024-09,0,Monday,Dinner,High,3-6 km
ORD250,Papa John's,"Boston, MA",2024-09-03 20:15:00,2024-09-03 20:40:00,25,Small,Vegan,2,2.0,High,Wallet,True,False,12.5,1.0,September,Online,4.8,20.2,False,2,3,20,28.18627450980392,2024-09-03,2024,9,1,01,01_Small,2024-09,1,Tuesday,Dinner,Low,0-3 km
ORD251,Little Caesars,"Dallas, TX",2024-09-04 18:30:00,2024-09-04 18:50:00,20,Medium,Non-Veg,3,3.0,High,UPI,True,False,6.666666666666667,1.0,September,Online,7.199999999999999,12.8,False,6,3,18,28.84422110552764,2024-09-04,2024,9,2,02,02_Medium,2024-09,2,Wednesday,Dinner,Medium,0-3 km
ORD252,Pizza Hut,"Los Angeles, CA",2024-09-05 19:45:00,2024-09-05 20:10:00,25,XL,Cheese Burst,5,4.5,Low,Cash,True,False,5.555555555555555,1.111111111111111,September,Offline,10.8,14.2,False,20,1,19,29.94845360824742,2024-09-05,2024,9,4,04,04_XL,2024-09,3,Thursday,Dinner,Very High,3-6 km
ORD253,Marco's Pizza,"Chicago, IL",2024-09-06 13:00:00,2024-09-06 13:20:00,20,Medium,Non-Veg,3,3.5,Medium,Wallet,False,False,5.714285714285714,0.8571428571428571,September,Online,8.4,11.6,False,6,2,13,30.28645833333333,2024-09-06,2024,9,2,02,02_Medium,2024-09,4,Friday,Lunch,Medium,3-6 km
ORD254,Domino's,"Miami, FL",2024-09-07 18:30:00,2024-09-07 18:55:00,25,Large,Veg,4,5.0,High,Card,True,True,5.0,0.8,September,Online,12.0,13.0,False,12,3,18,30.25943396226415,2024-09-07,2024,9,3,03,03_Large,2024-09,5,Saturday,Dinner,High,3-6 km
ORD255,Papa John's,"Denver, CO",2024-09-08 20:15:00,2024-09-08 20:40:00,25,Small,Vegan,2,2.5,Medium,Cash,True,True,10.0,0.8,September,Offline,6.0,19.0,False,2,2,20,28.18627450980392,2024-09-08,2024,9,1,01,01_Small,2024-09,6,Sunday,Dinner,Low,0-3 km
ORD256,Little Caesars,"Boston, MA",2024-09-09 18:30:00,2024-09-09 18:50:00,20,Medium,Non-Veg,3,3.5,Low,Wallet,True,False,5.714285714285714,0.8571428571428571,September,Online,8.4,11.6,False,6,1,18,28.84422110552764,2024-09-09,2024,9,2,02,02_Medium,2024-09,0,Monday,Dinner,Medium,3-6 km
ORD257,Domino's,"San Francisco, CA",2024-09-10 18:00:00,2024-09-10 18:25:00,25,Large,Veg,3,5.0,High,Cash,True,False,5.0,0.6,September,Offline,12.0,13.0,False,9,3,18,30.25943396226415,2024-09-10,2024,9,3,03,03_Large,2024-09,1,Tuesday,Dinner,High,3-6 km
ORD258,Domino's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:35:00,20,Medium,Non-Veg,2,3.5,Medium,Card,True,False,5.714285714285714,0.5714285714285714,September,Online,8.4,11.6,False,4,2,19,30.25943396226415,2024-09-11,2024,9,2,02,02_Medium,2024-09,2,Wednesday,Dinner,Low,3-6 km
ORD259,Domino's,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 20:50:00,20,Small,Vegan,1,2.5,Low,Wallet,True,False,8.0,0.4,September,Online,6.0,14.0,False,1,1,20,30.25943396226415,2024-09-12,2024,9,1,01,01_Small,2024-09,3,Thursday,Dinner,Low,0-3 km
ORD260,Domino's,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:10:00,25,XL,Cheese Burst,5,4.5,High,UPI,True,False,5.555555555555555,1.111111111111111,September,Online,10.8,14.2,False,20,3,18,30.25943396226415,2024-09-13,2024,9,4,04,04_XL,2024-09,4,Friday,Dinner,Very High,3-6 km
ORD261,Domino's,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:20:00,20,Medium,Non-Veg,3,3.0,Medium,Cash,True,True,6.666666666666667,1.0,September,Offline,7.199999999999999,12.8,False,6,2,19,30.25943396226415,2024-09-14,2024,9,2,02,02_Medium,2024-09,5,Saturday,Dinner,Medium,0-3 km
ORD262,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:25:00,25,Large,Veg,4,5.0,High,Card,True,True,5.0,0.8,September,Online,12.0,13.0,False,12,3,20,30.25943396226415,2024-09-15,2024,9,3,03,03_Large,2024-09,6,Sunday,Dinner,High,3-6 km
ORD263,Domino's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2.0,Low,Wallet,True,False,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,30.25943396226415,2024-09-16,2024,9,1,01,01_Small,2024-09,0,Monday,Dinner,Low,0-3 km
ORD264,Domino's,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:10:00,25,XL,Cheese Burst,5,4.5,Medium,UPI,True,False,5.555555555555555,1.111111111111111,September,Online,10.8,14.2,False,20,2,19,30.25943396226415,2024-09-17,2024,9,4,04,04_XL,2024-09,1,Tuesday,Dinner,Very High,3-6 km
ORD265,Domino's,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:20:00,20,Medium,Non-Veg,3,3.5,High,Cash,True,False,5.714285714285714,0.8571428571428571,September,Offline,8.4,11.6,False,6,3,18,30.25943396226415,2024-09-18,2024,9,2,02,02_Medium,2024-09,2,Wednesday,Dinner,Medium,3-6 km
ORD266,Domino's,"New York, NY",2024-09-19 20:15:00,2024-09-19 20:40:00,25,Large,Veg,4,5.0,High,Card,True,False,5.0,0.8,September,Online,12.0,13.0,False,12,3,20,30.25943396226415,2024-09-19,2024,9,3,03,03_Large,2024-09,3,Thursday,Dinner,High,3-6 km
ORD267,Domino's,"San Jose, CA",2024-09-10 18:00:00,2024-09-10 18:20:00,20,Medium,Veg,2,3.0,Low,Cash,True,False,6.666666666666667,0.6666666666666666,September,Offline,7.199999999999999,12.8,False,4,1,18,30.25943396226415,2024-09-10,2024,9,2,02,02_Medium,2024-09,1,Tuesday,Dinner,Low,0-3 km
ORD268,Papa John's,"Austin, TX",2024-09-11 19:15:00,2024-09-11 19:45:00,30,Large,Non-Veg,4,6.0,Medium,Card,True,False,5.0,0.6666666666666666,September,Online,14.4,15.6,False,12,2,19,28.18627450980392,2024-09-11,2024,9,3,03,03_Large,2024-09,2,Wednesday,Dinner,High,3-6 km
ORD269,Pizza Hut,"Seattle, WA",2024-09-12 20:30:00,2024-09-12 21:10:00,40,XL,Cheese Burst,5,8.0,High,Wallet,True,False,5.0,0.625,September,Online,19.2,20.8,True,20,3,20,29.94845360824742,2024-09-12,2024,9,4,04,04_XL,2024-09,3,Thursday,Dinner,Very High,6-8 km
ORD270,Little Caesars,"Chicago, IL",2024-09-13 18:45:00,2024-09-13 19:05:00,20,Small,Vegan,1,2.5,Low,UPI,True,False,8.0,0.4,September,Online,6.0,14.0,False,1,1,18,28.84422110552764,2024-09-13,2024,9,1,01,01_Small,2024-09,4,Friday,Dinner,Low,0-3 km
ORD271,Marco's Pizza,"Miami, FL",2024-09-14 19:00:00,2024-09-14 19:50:00,50,Large,Non-Veg,4,10.0,High,Cash,True,True,5.0,0.4,September,Offline,24.0,26.0,True,12,3,19,30.28645833333333,2024-09-14,2024,9,3,03,03_Large,2024-09,5,Saturday,Dinner,High,8+ km
ORD272,Domino's,"Denver, CO",2024-09-15 20:00:00,2024-09-15 20:35:00,35,Medium,Veg,3,5.5,Medium,Card,True,True,6.363636363636363,0.5454545454545454,September,Online,13.2,21.8,True,6,2,20,30.25943396226415,2024-09-15,2024,9,2,02,02_Medium,2024-09,6,Sunday,Dinner,Medium,3-6 km
ORD273,Papa John's,"Boston, MA",2024-09-16 18:30:00,2024-09-16 18:50:00,20,Small,Vegan,2,2.0,Low,Wallet,True,False,10.0,1.0,September,Online,4.8,15.2,False,2,1,18,28.18627450980392,2024-09-16,2024,9,1,01,01_Small,2024-09,0,Monday,Dinner,Low,0-3 km
ORD274,Pizza Hut,"Dallas, TX",2024-09-17 19:45:00,2024-09-17 20:25:00,40,XL,Cheese Burst,5,7.5,High,UPI,True,False,5.333333333333333,0.6666666666666666,September,Online,18.0,22.0,True,20,3,19,29.94845360824742,2024-09-17,2024,9,4,04,04_XL,2024-09,1,Tuesday,Dinner,Very High,6-8 km
ORD275,Little Caesars,"Los Angeles, CA",2024-09-18 18:00:00,2024-09-18 18:30:00,30,Medium,Non-Veg,3,4.0,Medium,Cash,True,False,7.5,0.75,September,Offline,9.6,20.4,False,6,2,18,28.84422110552764,2024-09-18,2024,9,2,02,02_Medium,2024-09,2,Wednesday,Dinner,Medium,3-6 km
ORD276,Marco's Pizza,"New York, NY",2024-09-19 20:15:00,2024-09-19 21:00:00,45,Large,Veg,4,9.0,High,Card,True,False,5.0,0.4444444444444444,September,Online,21.6,23.4,True,12,3,20,30.28645833333333,2024-09-19,2024,9,3,03,03_Large,2024-09,3,Thursday,Dinner,High,8+ km
ORD278,Domino's,"New York, NY",2024-09-15 18:45:00,2024-09-15 19:10:00,25,Large,Veg,3,5.0,High,Domino's Cash,True,True,5.0,0.6,September,Offline,12.0,13.0,False,9,3,18,30.25943396226415,2024-09-15,2024,9,3,03,03_Large,2024-09,6,Sunday,Dinner,High,3-6 km
