beta,threshold,precision,recall,fbeta_score,f1,accuracy,balanced_accuracy,mcc,predicted_delayed_rate,tn,fp,fn,tp,is_best_for_beta,operating_goal
1.0,0.62,0.923077,0.857143,0.888889,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,balance_precision_recall
1.0,0.63,0.923077,0.857143,0.888889,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,balance_precision_recall
1.0,0.64,0.923077,0.857143,0.888889,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,balance_precision_recall
1.0,0.65,0.923077,0.857143,0.888889,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,balance_precision_recall
1.0,0.651435,0.923077,0.857143,0.888889,0.888889,0.955224,0.919137,0.861827,0.19403,156,3,6,36,False,balance_precision_recall
1.0,0.66,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.67,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.68,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.69,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.7,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.71,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.72,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.73,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.74,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.75,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.76,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.77,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.78,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.79,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.8,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.81,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.81419,0.947368,0.857143,0.9,0.9,0.960199,0.922282,0.876941,0.189055,157,2,6,36,False,balance_precision_recall
1.0,0.82,0.945946,0.833333,0.886076,0.886076,0.955224,0.910377,0.861021,0.18408,157,2,7,35,False,balance_precision_recall
1.0,0.826365,0.945946,0.833333,0.886076,0.886076,0.955224,0.910377,0.861021,0.18408,157,2,7,35,False,balance_precision_recall
1.0,0.83,0.972222,0.833333,0.897436,0.897436,0.960199,0.913522,0.876917,0.179104,158,1,7,35,False,balance_precision_recall
1.0,0.84,0.972222,0.833333,0.897436,0.897436,0.960199,0.913522,0.876917,0.179104,158,1,7,35,False,balance_precision_recall
1.0,0.847253,0.972222,0.833333,0.897436,0.897436,0.960199,0.913522,0.876917,0.179104,158,1,7,35,False,balance_precision_recall
1.0,0.85,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.86,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.87,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.88,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.89,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.9,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.91,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.916792,0.971429,0.809524,0.883117,0.883117,0.955224,0.901617,0.861147,0.174129,158,1,8,34,False,balance_precision_recall
1.0,0.92,0.970588,0.785714,0.868421,0.868421,0.950249,0.889712,0.845279,0.169154,158,1,9,33,False,balance_precision_recall
1.0,0.928701,0.970588,0.785714,0.868421,0.868421,0.950249,0.889712,0.845279,0.169154,158,1,9,33,False,balance_precision_recall
1.0,0.93,1.0,0.785714,0.88,0.88,0.955224,0.892857,0.862335,0.164179,159,0,9,33,False,balance_precision_recall
1.0,0.936253,1.0,0.785714,0.88,0.88,0.955224,0.892857,0.862335,0.164179,159,0,9,33,False,balance_precision_recall
1.0,0.936504,1.0,0.761905,0.864865,0.864865,0.950249,0.880952,0.846653,0.159204,159,0,10,32,False,balance_precision_recall
1.0,0.94,1.0,0.738095,0.849315,0.849315,0.945274,0.869048,0.830865,0.154229,159,0,11,31,False,balance_precision_recall
1.0,0.940433,1.0,0.738095,0.849315,0.849315,0.945274,0.869048,0.830865,0.154229,159,0,11,31,False,balance_precision_recall
1.0,0.942107,1.0,0.714286,0.833333,0.833333,0.940299,0.857143,0.81496,0.149254,159,0,12,30,False,balance_precision_recall
1.0,0.942705,1.0,0.690476,0.816901,0.816901,0.935323,0.845238,0.79893,0.144279,159,0,13,29,False,balance_precision_recall
1.0,0.95,1.0,0.666667,0.8,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,balance_precision_recall
1.0,0.96,1.0,0.666667,0.8,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,balance_precision_recall
1.0,0.97,1.0,0.666667,0.8,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,balance_precision_recall
1.0,0.973789,1.0,0.666667,0.8,0.8,0.930348,0.833333,0.782762,0.139303,159,0,14,28,False,balance_precision_recall
1.0,0.974302,1.0,0.642857,0.782609,0.782609,0.925373,0.821429,0.766445,0.134328,159,0,15,27,False,balance_precision_recall
1.0,0.98,1.0,0.619048,0.764706,0.764706,0.920398,0.809524,0.749966,0.129353,159,0,16,26,False,balance_precision_recall
1.0,0.985787,1.0,0.619048,0.764706,0.764706,0.920398,0.809524,0.749966,0.129353,159,0,16,26,False,balance_precision_recall
1.0,0.987202,1.0,0.595238,0.746269,0.746269,0.915423,0.797619,0.73331,0.124378,159,0,17,25,False,balance_precision_recall
1.0,0.99,1.0,0.571429,0.727273,0.727273,0.910448,0.785714,0.716462,0.119403,159,0,18,24,False,balance_precision_recall
1.0,0.990813,1.0,0.571429,0.727273,0.727273,0.910448,0.785714,0.716462,0.119403,159,0,18,24,False,balance_precision_recall
1.0,0.991557,1.0,0.547619,0.707692,0.707692,0.905473,0.77381,0.699404,0.114428,159,0,19,23,False,balance_precision_recall
1.0,0.993496,1.0,0.52381,0.6875,0.6875,0.900498,0.761905,0.682117,0.109453,159,0,20,22,False,balance_precision_recall
1.0,0.99439,1.0,0.5,0.666667,0.666667,0.895522,0.75,0.66458,0.104478,159,0,21,21,False,balance_precision_recall
1.0,0.995797,1.0,0.47619,0.645161,0.645161,0.890547,0.738095,0.64677,0.099502,159,0,22,20,False,balance_precision_recall
1.0,0.998103,1.0,0.452381,0.622951,0.622951,0.885572,0.72619,0.628659,0.094527,159,0,23,19,False,balance_precision_recall
1.0,0.999183,1.0,0.428571,0.6,0.6,0.880597,0.714286,0.610217,0.089552,159,0,24,18,False,balance_precision_recall
1.0,0.999278,1.0,0.404762,0.576271,0.576271,0.875622,0.702381,0.591411,0.084577,159,0,25,17,False,balance_precision_recall
1.0,0.999491,1.0,0.380952,0.551724,0.551724,0.870647,0.690476,0.5722,0.079602,159,0,26,16,False,balance_precision_recall
1.0,0.99985,1.0,0.357143,0.526316,0.526316,0.865672,0.678571,0.552539,0.074627,159,0,27,15,False,balance_precision_recall
1.0,0.999899,1.0,0.333333,0.5,0.5,0.860697,0.666667,0.532374,0.069652,159,0,28,14,False,balance_precision_recall
1.0,0.999906,1.0,0.309524,0.472727,0.472727,0.855721,0.654762,0.511643,0.064677,159,0,29,13,False,balance_precision_recall
1.0,0.999907,1.0,0.285714,0.444444,0.444444,0.850746,0.642857,0.490268,0.059701,159,0,30,12,False,balance_precision_recall
1.0,0.999937,1.0,0.261905,0.415094,0.415094,0.845771,0.630952,0.468159,0.054726,159,0,31,11,False,balance_precision_recall
1.0,0.99995,1.0,0.238095,0.384615,0.384615,0.840796,0.619048,0.445202,0.049751,159,0,32,10,False,balance_precision_recall
1.0,0.999957,1.0,0.214286,0.352941,0.352941,0.835821,0.607143,0.421255,0.044776,159,0,33,9,False,balance_precision_recall
1.0,0.999966,1.0,0.190476,0.32,0.32,0.830846,0.595238,0.396132,0.039801,159,0,34,8,False,balance_precision_recall
1.0,0.999974,1.0,0.166667,0.285714,0.285714,0.825871,0.583333,0.369592,0.034826,159,0,35,7,False,balance_precision_recall
1.0,0.999979,1.0,0.142857,0.25,0.25,0.820896,0.571429,0.341297,0.029851,159,0,36,6,False,balance_precision_recall
1.0,0.999983,1.0,0.119048,0.212766,0.212766,0.81592,0.559524,0.310764,0.024876,159,0,37,5,False,balance_precision_recall
1.0,0.999985,1.0,0.095238,0.173913,0.173913,0.810945,0.547619,0.27725,0.0199,159,0,38,4,False,balance_precision_recall
1.0,0.999985,1.0,0.071429,0.133333,0.133333,0.80597,0.535714,0.239498,0.014925,159,0,39,3,False,balance_precision_recall
1.0,0.999988,1.0,0.047619,0.090909,0.090909,0.800995,0.52381,0.195057,0.00995,159,0,40,2,False,balance_precision_recall
1.0,0.999994,1.0,0.02381,0.046512,0.046512,0.79602,0.511905,0.137581,0.004975,159,0,41,1,False,balance_precision_recall
1.0,1.0,0.0,0.0,0.0,0.0,0.791045,0.5,0.0,0.0,159,0,42,0,False,balance_precision_recall
2.0,0.0,0.208955,1.0,0.569106,0.345679,0.208955,0.5,0.0,1.0,0,159,0,42,False,coursework_policy_prioritize_recall
2.0,1e-05,0.208955,1.0,0.569106,0.345679,0.208955,0.5,0.0,1.0,0,159,0,42,False,coursework_policy_prioritize_recall
2.0,1.4e-05,0.21,1.0,0.570652,0.347107,0.21393,0.503145,0.036342,0.995025,1,158,0,42,False,coursework_policy_prioritize_recall
2.0,1.5e-05,0.211055,1.0,0.572207,0.348548,0.218905,0.506289,0.051525,0.99005,2,157,0,42,False,coursework_policy_prioritize_recall
2.0,1.5e-05,0.212121,1.0,0.57377,0.35,0.223881,0.509434,0.063264,0.985075,3,156,0,42,False,coursework_policy_prioritize_recall
2.0,2.4e-05,0.213198,1.0,0.575342,0.351464,0.228856,0.512579,0.073236,0.9801,4,155,0,42,False,coursework_policy_prioritize_recall
2.0,3.5e-05,0.214286,1.0,0.576923,0.352941,0.233831,0.515723,0.082089,0.975124,5,154,0,42,False,coursework_policy_prioritize_recall
2.0,4e-05,0.215385,1.0,0.578512,0.35443,0.238806,0.518868,0.090154,0.970149,6,153,0,42,False,coursework_policy_prioritize_recall
2.0,4.5e-05,0.216495,1.0,0.58011,0.355932,0.243781,0.522013,0.097628,0.965174,7,152,0,42,False,coursework_policy_prioritize_recall
2.0,5.6e-05,0.217617,1.0,0.581717,0.357447,0.248756,0.525157,0.104639,0.960199,8,151,0,42,False,coursework_policy_prioritize_recall
2.0,6.5e-05,0.21875,1.0,0.583333,0.358974,0.253731,0.528302,0.111275,0.955224,9,150,0,42,False,coursework_policy_prioritize_recall
2.0,7.1e-05,0.219895,1.0,0.584958,0.360515,0.258706,0.531447,0.117601,0.950249,10,149,0,42,False,coursework_policy_prioritize_recall
2.0,0.000123,0.221053,1.0,0.586592,0.362069,0.263682,0.534591,0.123665,0.945274,11,148,0,42,False,coursework_policy_prioritize_recall
2.0,0.000151,0.222222,1.0,0.588235,0.363636,0.268657,0.537736,0.129505,0.940299,12,147,0,42,False,coursework_policy_prioritize_recall
2.0,0.000181,0.223404,1.0,0.589888,0.365217,0.273632,0.540881,0.135151,0.935323,13,146,0,42,False,coursework_policy_prioritize_recall
2.0,0.000183,0.224599,1.0,0.591549,0.366812,0.278607,0.544025,0.140627,0.930348,14,145,0,42,False,coursework_policy_prioritize_recall
2.0,0.000234,0.225806,1.0,0.59322,0.368421,0.283582,0.54717,0.145954,0.925373,15,144,0,42,False,coursework_policy_prioritize_recall
2.0,0.000255,0.227027,1.0,0.594901,0.370044,0.288557,0.550314,0.151147,0.920398,16,143,0,42,False,coursework_policy_prioritize_recall
2.0,0.000274,0.228261,1.0,0.596591,0.371681,0.293532,0.553459,0.156222,0.915423,17,142,0,42,False,coursework_policy_prioritize_recall
2.0,0.000301,0.229508,1.0,0.598291,0.373333,0.298507,0.556604,0.16119,0.910448,18,141,0,42,False,coursework_policy_prioritize_recall
2.0,0.000339,0.230769,1.0,0.6,0.375,0.303483,0.559748,0.166061,0.905473,19,140,0,42,False,coursework_policy_prioritize_recall
2.0,0.000351,0.232044,1.0,0.601719,0.376682,0.308458,0.562893,0.170845,0.900498,20,139,0,42,False,coursework_policy_prioritize_recall
2.0,0.000351,0.233333,1.0,0.603448,0.378378,0.313433,0.566038,0.175549,0.895522,21,138,0,42,False,coursework_policy_prioritize_recall
2.0,0.000371,0.234637,1.0,0.605187,0.38009,0.318408,0.569182,0.180182,0.890547,22,137,0,42,False,coursework_policy_prioritize_recall
2.0,0.000388,0.235955,1.0,0.606936,0.381818,0.323383,0.572327,0.184748,0.885572,23,136,0,42,False,coursework_policy_prioritize_recall
2.0,0.000395,0.237288,1.0,0.608696,0.383562,0.328358,0.575472,0.189254,0.880597,24,135,0,42,False,coursework_policy_prioritize_recall
2.0,0.00058,0.24,1.0,0.612245,0.387097,0.338308,0.581761,0.198104,0.870647,26,133,0,42,False,coursework_policy_prioritize_recall
2.0,0.000625,0.241379,1.0,0.614035,0.388889,0.343284,0.584906,0.202457,0.865672,27,132,0,42,False,coursework_policy_prioritize_recall
2.0,0.000632,0.242775,1.0,0.615836,0.390698,0.348259,0.58805,0.206767,0.860697,28,131,0,42,False,coursework_policy_prioritize_recall
2.0,0.000678,0.244186,1.0,0.617647,0.392523,0.353234,0.591195,0.211038,0.855721,29,130,0,42,False,coursework_policy_prioritize_recall
2.0,0.000687,0.245614,1.0,0.619469,0.394366,0.358209,0.59434,0.215273,0.850746,30,129,0,42,False,coursework_policy_prioritize_recall
2.0,0.00075,0.247059,1.0,0.621302,0.396226,0.363184,0.597484,0.219474,0.845771,31,128,0,42,False,coursework_policy_prioritize_recall
2.0,0.0008,0.248521,1.0,0.623145,0.398104,0.368159,0.600629,0.223644,0.840796,32,127,0,42,False,coursework_policy_prioritize_recall
2.0,0.000822,0.25,1.0,0.625,0.4,0.373134,0.603774,0.227787,0.835821,33,126,0,42,False,coursework_policy_prioritize_recall
2.0,0.000837,0.251497,1.0,0.626866,0.401914,0.378109,0.606918,0.231904,0.830846,34,125,0,42,False,coursework_policy_prioritize_recall
2.0,0.000848,0.253012,1.0,0.628743,0.403846,0.383085,0.610063,0.235997,0.825871,35,124,0,42,False,coursework_policy_prioritize_recall
2.0,0.000854,0.254545,1.0,0.630631,0.405797,0.38806,0.613208,0.240069,0.820896,36,123,0,42,False,coursework_policy_prioritize_recall
2.0,0.000965,0.256098,1.0,0.63253,0.407767,0.393035,0.616352,0.244121,0.81592,37,122,0,42,False,coursework_policy_prioritize_recall
2.0,0.000967,0.257669,1.0,0.634441,0.409756,0.39801,0.619497,0.248156,0.810945,38,121,0,42,False,coursework_policy_prioritize_recall
2.0,0.001026,0.259259,1.0,0.636364,0.411765,0.402985,0.622642,0.252174,0.80597,39,120,0,42,False,coursework_policy_prioritize_recall
2.0,0.0011,0.26087,1.0,0.638298,0.413793,0.40796,0.625786,0.256179,0.800995,40,119,0,42,False,coursework_policy_prioritize_recall
2.0,0.001501,0.2625,1.0,0.640244,0.415842,0.412935,0.628931,0.26017,0.79602,41,118,0,42,False,coursework_policy_prioritize_recall
2.0,0.001501,0.264151,1.0,0.642202,0.41791,0.41791,0.632075,0.264151,0.791045,42,117,0,42,False,coursework_policy_prioritize_recall
2.0,0.001825,0.265823,1.0,0.644172,0.42,0.422886,0.63522,0.268122,0.78607,43,116,0,42,False,coursework_policy_prioritize_recall
2.0,0.00205,0.267516,1.0,0.646154,0.422111,0.427861,0.638365,0.272084,0.781095,44,115,0,42,False,coursework_policy_prioritize_recall
2.0,0.002434,0.269231,1.0,0.648148,0.424242,0.432836,0.641509,0.276039,0.776119,45,114,0,42,False,coursework_policy_prioritize_recall
2.0,0.002825,0.270968,1.0,0.650155,0.426396,0.437811,0.644654,0.279988,0.771144,46,113,0,42,False,coursework_policy_prioritize_recall
2.0,0.002942,0.272727,1.0,0.652174,0.428571,0.442786,0.647799,0.283932,0.766169,47,112,0,42,False,coursework_policy_prioritize_recall
2.0,0.003367,0.27451,1.0,0.654206,0.430769,0.447761,0.650943,0.287873,0.761194,48,111,0,42,False,coursework_policy_prioritize_recall
2.0,0.003383,0.276316,1.0,0.65625,0.43299,0.452736,0.654088,0.291811,0.756219,49,110,0,42,False,coursework_policy_prioritize_recall
2.0,0.003398,0.278146,1.0,0.658307,0.435233,0.457711,0.657233,0.295749,0.751244,50,109,0,42,False,coursework_policy_prioritize_recall
2.0,0.003408,0.28,1.0,0.660377,0.4375,0.462687,0.660377,0.299685,0.746269,51,108,0,42,False,coursework_policy_prioritize_recall
2.0,0.003522,0.281879,1.0,0.662461,0.439791,0.467662,0.663522,0.303623,0.741294,52,107,0,42,False,coursework_policy_prioritize_recall
2.0,0.003542,0.283784,1.0,0.664557,0.442105,0.472637,0.666667,0.307562,0.736318,53,106,0,42,False,coursework_policy_prioritize_recall
2.0,0.003577,0.285714,1.0,0.666667,0.444444,0.477612,0.669811,0.311504,0.731343,54,105,0,42,False,coursework_policy_prioritize_recall
2.0,0.003615,0.287671,1.0,0.66879,0.446809,0.482587,0.672956,0.31545,0.726368,55,104,0,42,False,coursework_policy_prioritize_recall
2.0,0.00365,0.289655,1.0,0.670927,0.449198,0.487562,0.676101,0.319401,0.721393,56,103,0,42,False,coursework_policy_prioritize_recall
2.0,0.004154,0.291667,1.0,0.673077,0.451613,0.492537,0.679245,0.323357,0.716418,57,102,0,42,False,coursework_policy_prioritize_recall
2.0,0.004318,0.293706,1.0,0.675241,0.454054,0.497512,0.68239,0.32732,0.711443,58,101,0,42,False,coursework_policy_prioritize_recall
2.0,0.004405,0.295775,1.0,0.677419,0.456522,0.502488,0.685535,0.33129,0.706468,59,100,0,42,False,coursework_policy_prioritize_recall
2.0,0.005501,0.3,1.0,0.681818,0.461538,0.512438,0.691824,0.339256,0.696517,61,98,0,42,False,coursework_policy_prioritize_recall
2.0,0.005644,0.302158,1.0,0.684039,0.464088,0.517413,0.694969,0.343253,0.691542,62,97,0,42,False,coursework_policy_prioritize_recall
2.0,0.007167,0.304348,1.0,0.686275,0.466667,0.522388,0.698113,0.347262,0.686567,63,96,0,42,False,coursework_policy_prioritize_recall
2.0,0.007864,0.306569,1.0,0.688525,0.469274,0.527363,0.701258,0.351282,0.681592,64,95,0,42,False,coursework_policy_prioritize_recall
2.0,0.007931,0.308824,1.0,0.690789,0.47191,0.532338,0.704403,0.355315,0.676617,65,94,0,42,False,coursework_policy_prioritize_recall
2.0,0.009791,0.311111,1.0,0.693069,0.474576,0.537313,0.707547,0.359361,0.671642,66,93,0,42,False,coursework_policy_prioritize_recall
2.0,0.009922,0.313433,1.0,0.695364,0.477273,0.542289,0.710692,0.363422,0.666667,67,92,0,42,False,coursework_policy_prioritize_recall
2.0,0.009974,0.315789,1.0,0.697674,0.48,0.547264,0.713836,0.367498,0.661692,68,91,0,42,False,coursework_policy_prioritize_recall
2.0,0.01,0.318182,1.0,0.7,0.482759,0.552239,0.716981,0.37159,0.656716,69,90,0,42,False,coursework_policy_prioritize_recall
2.0,0.010096,0.318182,1.0,0.7,0.482759,0.552239,0.716981,0.37159,0.656716,69,90,0,42,False,coursework_policy_prioritize_recall
2.0,0.011191,0.320611,1.0,0.702341,0.485549,0.557214,0.720126,0.375698,0.651741,70,89,0,42,False,coursework_policy_prioritize_recall
2.0,0.012628,0.323077,1.0,0.704698,0.488372,0.562189,0.72327,0.379825,0.646766,71,88,0,42,False,coursework_policy_prioritize_recall
2.0,0.013643,0.325581,1.0,0.707071,0.491228,0.567164,0.726415,0.38397,0.641791,72,87,0,42,False,coursework_policy_prioritize_recall
2.0,0.016012,0.328125,1.0,0.709459,0.494118,0.572139,0.72956,0.388135,0.636816,73,86,0,42,False,coursework_policy_prioritize_recall
2.0,0.016135,0.333333,1.0,0.714286,0.5,0.58209,0.735849,0.396526,0.626866,75,84,0,42,False,coursework_policy_prioritize_recall
2.0,0.017007,0.336,1.0,0.716724,0.502994,0.587065,0.738994,0.400754,0.621891,76,83,0,42,False,coursework_policy_prioritize_recall
2.0,0.017339,0.33871,1.0,0.719178,0.506024,0.59204,0.742138,0.405005,0.616915,77,82,0,42,False,coursework_policy_prioritize_recall
2.0,0.017448,0.341463,1.0,0.721649,0.509091,0.597015,0.745283,0.40928,0.61194,78,81,0,42,False,coursework_policy_prioritize_recall
2.0,0.018284,0.344262,1.0,0.724138,0.512195,0.60199,0.748428,0.41358,0.606965,79,80,0,42,False,coursework_policy_prioritize_recall
2.0,0.018993,0.347107,1.0,0.726644,0.515337,0.606965,0.751572,0.417906,0.60199,80,79,0,42,False,coursework_policy_prioritize_recall
2.0,0.019187,0.35,1.0,0.729167,0.518519,0.61194,0.754717,0.422258,0.597015,81,78,0,42,False,coursework_policy_prioritize_recall
2.0,0.019609,0.352941,1.0,0.731707,0.521739,0.616915,0.757862,0.426638,0.59204,82,77,0,42,False,coursework_policy_prioritize_recall
2.0,0.02,0.355932,1.0,0.734266,0.525,0.621891,0.761006,0.431047,0.587065,83,76,0,42,False,coursework_policy_prioritize_recall
2.0,0.021018,0.355932,1.0,0.734266,0.525,0.621891,0.761006,0.431047,0.587065,83,76,0,42,False,coursework_policy_prioritize_recall
2.0,0.021768,0.365217,1.0,0.742049,0.535032,0.636816,0.77044,0.444454,0.572139,86,73,0,42,False,coursework_policy_prioritize_recall
2.0,0.022159,0.368421,1.0,0.744681,0.538462,0.641791,0.773585,0.448987,0.567164,87,72,0,42,False,coursework_policy_prioritize_recall
2.0,0.022337,0.371681,1.0,0.747331,0.541935,0.646766,0.77673,0.453553,0.562189,88,71,0,42,False,coursework_policy_prioritize_recall
2.0,0.022771,0.375,1.0,0.75,0.545455,0.651741,0.779874,0.458155,0.557214,89,70,0,42,False,coursework_policy_prioritize_recall
2.0,0.023759,0.378378,1.0,0.752688,0.54902,0.656716,0.783019,0.462792,0.552239,90,69,0,42,False,coursework_policy_prioritize_recall
2.0,0.023802,0.381818,1.0,0.755396,0.552632,0.661692,0.786164,0.467466,0.547264,91,68,0,42,False,coursework_policy_prioritize_recall
2.0,0.024264,0.385321,1.0,0.758123,0.556291,0.666667,0.789308,0.472179,0.542289,92,67,0,42,False,coursework_policy_prioritize_recall
2.0,0.02497,0.392523,1.0,0.763636,0.563758,0.676617,0.795597,0.481724,0.532338,94,65,0,42,False,coursework_policy_prioritize_recall
2.0,0.025049,0.396226,1.0,0.766423,0.567568,0.681592,0.798742,0.486558,0.527363,95,64,0,42,False,coursework_policy_prioritize_recall
2.0,0.025461,0.4,1.0,0.769231,0.571429,0.686567,0.801887,0.491436,0.522388,96,63,0,42,False,coursework_policy_prioritize_recall
2.0,0.025585,0.403846,1.0,0.772059,0.575342,0.691542,0.805031,0.496358,0.517413,97,62,0,42,False,coursework_policy_prioritize_recall
2.0,0.03,0.407767,1.0,0.774908,0.57931,0.696517,0.808176,0.501326,0.512438,98,61,0,42,False,coursework_policy_prioritize_recall
2.0,0.030275,0.407767,1.0,0.774908,0.57931,0.696517,0.808176,0.501326,0.512438,98,61,0,42,False,coursework_policy_prioritize_recall
2.0,0.030959,0.411765,1.0,0.777778,0.583333,0.701493,0.811321,0.506342,0.507463,99,60,0,42,False,coursework_policy_prioritize_recall
2.0,0.031265,0.415842,1.0,0.780669,0.587413,0.706468,0.814465,0.511406,0.502488,100,59,0,42,False,coursework_policy_prioritize_recall
2.0,0.032083,0.42,1.0,0.783582,0.591549,0.711443,0.81761,0.51652,0.497512,101,58,0,42,False,coursework_policy_prioritize_recall
2.0,0.033483,0.424242,1.0,0.786517,0.595745,0.716418,0.820755,0.521685,0.492537,102,57,0,42,False,coursework_policy_prioritize_recall
2.0,0.034623,0.428571,1.0,0.789474,0.6,0.721393,0.823899,0.526904,0.487562,103,56,0,42,False,coursework_policy_prioritize_recall
2.0,0.035276,0.43299,1.0,0.792453,0.604317,0.726368,0.827044,0.532178,0.482587,104,55,0,42,False,coursework_policy_prioritize_recall
2.0,0.036598,0.4375,1.0,0.795455,0.608696,0.731343,0.830189,0.537508,0.477612,105,54,0,42,False,coursework_policy_prioritize_recall
2.0,0.037297,0.442105,1.0,0.798479,0.613139,0.736318,0.833333,0.542897,0.472637,106,53,0,42,False,coursework_policy_prioritize_recall
2.0,0.04,0.446809,1.0,0.801527,0.617647,0.741294,0.836478,0.548345,0.467662,107,52,0,42,False,coursework_policy_prioritize_recall
2.0,0.045376,0.446809,1.0,0.801527,0.617647,0.741294,0.836478,0.548345,0.467662,107,52,0,42,False,coursework_policy_prioritize_recall
2.0,0.046551,0.461538,1.0,0.810811,0.631579,0.756219,0.845912,0.565069,0.452736,110,49,0,42,False,coursework_policy_prioritize_recall
2.0,0.046811,0.466667,1.0,0.813953,0.636364,0.761194,0.849057,0.570777,0.447761,111,48,0,42,False,coursework_policy_prioritize_recall
2.0,0.047961,0.47191,1.0,0.817121,0.641221,0.766169,0.852201,0.576554,0.442786,112,47,0,42,False,coursework_policy_prioritize_recall
2.0,0.05,0.482759,1.0,0.823529,0.651163,0.776119,0.858491,0.588327,0.432836,114,45,0,42,False,coursework_policy_prioritize_recall
2.0,0.057412,0.482759,1.0,0.823529,0.651163,0.776119,0.858491,0.588327,0.432836,114,45,0,42,False,coursework_policy_prioritize_recall
2.0,0.057639,0.488372,1.0,0.826772,0.65625,0.781095,0.861635,0.594327,0.427861,115,44,0,42,False,coursework_policy_prioritize_recall
2.0,0.058932,0.494118,1.0,0.83004,0.661417,0.78607,0.86478,0.600407,0.422886,116,43,0,42,False,coursework_policy_prioritize_recall
2.0,0.059342,0.5,1.0,0.833333,0.666667,0.791045,0.867925,0.606568,0.41791,117,42,0,42,False,coursework_policy_prioritize_recall
2.0,0.06,0.506024,1.0,0.836653,0.672,0.79602,0.871069,0.612813,0.412935,118,41,0,42,False,coursework_policy_prioritize_recall
2.0,0.060416,0.506024,1.0,0.836653,0.672,0.79602,0.871069,0.612813,0.412935,118,41,0,42,False,coursework_policy_prioritize_recall
2.0,0.07,0.512195,1.0,0.84,0.677419,0.800995,0.874214,0.619145,0.40796,119,40,0,42,False,coursework_policy_prioritize_recall
2.0,0.071235,0.512195,1.0,0.84,0.677419,0.800995,0.874214,0.619145,0.40796,119,40,0,42,False,coursework_policy_prioritize_recall
2.0,0.07281,0.518519,1.0,0.843373,0.682927,0.80597,0.877358,0.625568,0.402985,120,39,0,42,False,coursework_policy_prioritize_recall
